Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au,Au_ppm,East,North,Level,is_synthetic
0.323,6.24,3.88,780.05,1.43,0.58,0.28,0.41,53.43,1.42,5.43,2.37,2.89,1.62,16.59,0.1,1.54,3.38,24.58,0.15,610.32,1.49,1.99,5.9,1.17,119.43,42.12,137.07,0.001,0.005,0.84,9.29,0.5,1.97,64.53,0.56,0.025,13.06,0.08,1.31,2.8,15.35,0.95,18.42,59.93,47.33,0,0.0025,3919.959,6658.304,514.0,0
0.22,0.44,2.73,40.77,0.11,0.05,0.01,0.05,3.09,1.71,29.7,1.8,4.72,0.75,1.15,0.025,0.1,0.11,0.98,0.06,368.35,0.3,0.03,0.19,1.35,36.32,4.76,8.1,0.001,0.005,1.58,0.64,0.5,0.27,3.25,0.025,0.025,0.3,0.01,0.09,0.31,41.55,0.21,0.66,21.4,2.93,0,0.0025,5445.411,8326.43,557.0,0
14.025,2.78,63.18,146.34,0.64,0.05,7.31,0.15,10.94,3.84,12.82,5.52,5.45,1.71,6.63,0.08,0.94,1.1,5.3,0.25,521.52,5.82,0.03,2.26,2.08,245.23,11.86,69.49,0.001,0.005,18.81,6.03,0.5,0.53,104.17,0.13,0.086,1.33,0.13,0.72,0.42,49.95,0.92,5.93,17.22,27.63,0,0.086,7389.0,7344.0,1285.0,0
14.877,1.46,18.19,48.83,0.24,0.06,0.06,15.23,5.86,3.25,24.25,3.43,173.77,1.4,4.0,0.025,0.2,0.44,3.14,0.16,291.7,1.8,0.08,0.76,1.79,135.73,5309.68,26.87,0.001,0.04,22.46,1.42,0.5,0.27,7.64,0.05,2.218,0.43,0.06,0.24,0.21,17.9,1.93,1.59,8892.7,11.31,0,0.063,7746.633,3283.81,1452.149,0
0.432,1.82,3.28,116.63,0.41,0.005,7.59,0.06,4.85,2.48,11.76,4.15,25.96,1.11,3.18,0.025,0.43,0.71,2.46,0.2,482.15,0.16,0.07,0.72,2.04,131.09,13.39,41.53,0.001,0.005,27.03,2.02,0.5,0.32,184.93,0.06,0.025,0.66,0.06,0.39,0.21,19.56,0.29,2.49,15.81,16.14,0,0.0025,7607.886,6190.909,1317.929,0
0.287,8.43,10.41,515.79,1.31,0.07,3.42,0.09,31.76,9.89,13.68,16.57,11.66,3.39,18.29,0.1,1.92,2.27,12.36,0.98,642.98,1.0,1.44,6.59,4.5,866.16,12.18,98.17,0.001,0.09,3.29,11.16,0.5,1.36,295.84,0.41,0.025,5.23,0.34,1.08,1.25,78.51,0.87,11.04,70.64,52.22,0,0.0025,9016.0,5096.0,1190.0,0
50.479,5.91,46.7,387.94,0.82,40.75,1.83,286.6,20.0,20.43,7.57,9.15,1329.69,7.68,10.39,0.14,1.16,1.11,9.34,0.79,1570.03,3.34,1.08,3.62,2.36,376.39,11000.0,42.9,0.001,6.74,29.31,6.74,12.95,0.87,101.52,0.34,1.103,3.21,0.27,0.5,1.16,73.03,1.93,10.06,11000.0,34.79,0,0.029,17504.0,8370.0,1297.0,0
2.566,2.04,32.99,140.51,0.35,0.05,0.04,0.25,2.62,4.63,19.16,5.05,15.06,0.98,3.89,0.025,0.32,0.92,1.85,0.11,140.87,21.26,0.03,1.05,2.86,91.08,113.41,69.99,0.001,0.02,29.6,2.67,0.5,0.32,9.16,0.07,0.025,0.56,0.08,0.63,0.2,40.75,0.63,1.5,66.12,11.8,0,0.033,4702.059,6705.683,942.979,0
0.955,2.32,7.42,162.09,0.28,0.05,14.71,0.05,9.13,5.09,9.27,2.74,2.31,1.64,4.48,0.05,0.67,0.7,4.23,0.41,980.98,2.2,0.02,1.63,2.79,279.17,27.82,53.39,0.001,0.005,16.22,4.84,0.5,0.32,205.3,0.13,0.025,0.99,0.11,0.64,0.21,45.84,1.04,5.18,23.92,27.84,1,0.114,6418.026,7869.974,941.609,0
0.083,9.03,0.76,881.83,1.12,0.05,4.02,0.11,31.32,20.58,30.87,5.1,16.75,5.43,18.4,0.07,1.65,1.03,16.08,1.92,1327.1,0.32,3.47,6.14,13.7,856.43,4.62,49.41,0.001,0.02,1.69,18.12,0.5,0.55,460.62,0.41,0.025,3.36,0.52,0.6,0.78,130.14,0.69,15.2,90.97,61.95,0,0.005,9201.0,6520.0,1362.0,0
0.372,3.34,13.3,239.74,0.71,0.05,0.16,0.09,20.51,2.33,13.43,9.02,5.18,2.16,9.53,0.025,1.25,1.43,9.28,0.32,455.63,6.61,0.04,2.72,2.16,526.18,18.39,95.01,0.001,0.005,6.83,5.66,0.5,0.75,14.96,0.22,0.025,3.42,0.21,0.71,0.82,60.46,2.11,9.75,39.7,49.65,0,0.0025,5412.399,8021.496,592.0,0
37.046,6.85,379.39,419.34,1.23,0.11,0.09,0.17,15.12,0.5,4.72,12.5,10.99,2.3,15.38,0.025,2.47,2.8,10.66,0.3,68.31,13.32,0.05,6.34,0.43,345.3,138.83,217.75,0.001,0.01,19.19,3.89,0.5,1.59,18.46,0.54,0.025,8.9,0.17,1.55,2.24,28.29,1.93,8.47,46.7,82.71,1,0.115,5670.158,6626.205,1284.399,0
0.072,7.86,7.69,725.88,1.2,0.05,4.19,0.3,42.03,20.65,22.99,5.12,43.16,4.75,17.39,0.11,3.6,1.81,20.12,2.21,993.79,1.54,2.09,10.4,16.45,911.58,16.79,52.67,0.001,0.05,2.25,19.07,0.5,1.68,535.77,0.65,0.025,7.76,0.56,0.47,1.93,160.5,0.78,22.1,105.86,155.07,0,0.0025,9250.801,7427.507,1239.39,0
2.626,1.4,2.86,63.5,0.43,0.005,0.07,0.01,3.65,1.79,28.9,1.34,1.61,1.01,2.47,0.025,0.2,0.35,1.56,0.25,470.18,0.37,0.03,0.73,1.84,140.31,2.49,30.04,0.001,0.005,39.01,1.86,0.5,0.38,10.64,0.025,0.025,0.39,0.06,0.27,0.1,19.59,0.39,2.03,13.0,14.55,1,3.216,6498.007,7771.762,960.0,0
0.283,4.64,3.02,271.68,0.75,0.27,2.65,0.27,18.23,10.29,26.46,5.72,8.53,3.24,14.26,0.1,0.92,1.17,9.38,1.11,695.42,0.34,0.87,3.55,9.7,508.04,14.96,83.94,0.001,0.005,10.04,10.01,0.5,0.67,79.26,0.22,0.025,1.68,0.28,0.68,0.39,97.61,2.13,8.84,106.46,33.64,0,0.0025,7878.329,7367.657,1121.959,0
0.204,7.4,7.0,820.17,1.53,0.16,2.08,0.51,45.69,7.6,23.63,12.94,17.57,2.76,19.75,0.13,1.89,2.91,25.73,1.1,393.17,1.99,0.83,5.81,4.43,473.79,85.36,211.1,0.001,0.35,1.6,9.23,1.02,1.84,162.25,0.63,0.101,10.97,0.17,1.73,2.39,60.66,1.2,12.92,106.79,52.07,0,0.006,6763.869,4867.874,1013.559,0
0.855,5.85,771.46,38.17,0.98,0.3,0.21,0.01,7.01,1.21,38.76,1.03,10.15,3.15,12.33,0.025,0.66,0.32,2.28,0.9,163.37,0.94,0.42,6.53,3.66,105.2,118.51,17.61,0.001,0.03,66.25,8.75,1.01,41.16,64.97,0.55,0.025,4.78,0.37,0.25,0.84,85.83,19.9,7.52,12.9,17.94,0,0.026,12372.0,9466.0,1400.0,0
0.091,8.2,5.4,499.2,1.12,0.05,4.46,0.1,44.45,18.96,39.37,6.99,31.09,4.39,18.43,0.07,2.1,0.99,21.96,1.85,1054.25,0.25,2.22,6.78,16.19,861.67,6.73,54.51,0.001,0.01,2.0,23.06,0.5,1.11,541.43,0.48,0.025,4.46,0.47,0.49,1.36,158.87,0.73,17.63,84.54,79.19,0,0.0025,7760.933,5627.106,1399.449,0
0.544,4.77,6.02,642.75,0.61,0.08,6.34,0.32,21.95,12.55,28.5,3.74,11.83,3.42,10.12,0.09,0.98,1.83,12.75,1.01,1894.97,1.88,0.37,3.52,7.19,602.88,6.84,136.07,0.001,0.07,11.49,9.88,0.5,0.46,149.59,0.22,0.34,1.76,0.27,0.86,0.46,90.88,1.36,9.77,123.58,36.54,0,0.023,4429.134,6500.58,813.0,0
3.619,6.08,19.66,663.78,0.8,0.05,2.43,193.49,26.07,12.01,15.62,13.05,159.55,2.98,13.98,0.14,2.1,3.04,12.76,0.88,955.29,1.42,0.57,4.29,6.25,552.01,4259.75,212.76,0.001,0.17,16.85,10.93,0.5,0.98,148.31,0.36,0.025,4.15,0.31,1.92,1.28,93.76,1.65,12.65,13713.88,76.12,1,2.193,9638.037,5563.973,1435.879,0
0.076,2.88,52.41,141.25,0.32,0.06,0.03,0.05,15.38,2.38,15.62,2.33,4.43,1.61,5.71,0.05,0.88,1.23,6.9,0.1,109.26,5.4,0.03,1.44,1.54,127.95,12.16,85.57,0.001,0.01,8.97,4.21,0.5,0.51,4.65,0.11,0.025,1.77,0.12,0.81,0.46,34.04,1.69,3.22,6.39,28.75,0,0.011,5392.816,7889.858,640.0,0
0.036,7.09,1.77,1186.45,1.83,0.05,0.69,0.32,56.07,1.06,17.33,1.56,1.78,1.74,16.81,0.07,3.33,3.51,31.5,0.11,723.18,0.64,2.34,8.82,0.76,112.16,60.18,129.13,0.002,0.005,3.67,7.82,0.5,2.78,199.93,0.69,0.025,14.89,0.08,1.3,3.97,7.87,1.21,30.57,136.21,96.34,0,0.0025,7310.607,9216.457,947.0,0
0.049,2.34,5.46,194.54,0.31,0.05,1.98,0.06,8.29,6.84,18.49,1.41,24.07,2.39,5.74,0.025,0.28,0.3,4.82,0.58,697.2,0.52,0.16,1.08,2.86,245.16,5.89,12.28,0.001,0.01,22.74,3.79,0.5,0.43,154.18,0.07,0.025,0.71,0.08,0.12,0.2,44.11,0.28,4.23,35.19,9.29,0,0.006,4582.926,6487.616,925.0,0
0.076,8.62,20.83,1208.19,1.37,0.11,2.6,0.08,40.39,4.01,10.39,6.28,16.46,1.87,15.82,0.09,1.86,3.02,19.45,0.75,224.93,3.75,1.59,6.65,2.85,552.55,14.54,116.12,0.002,0.68,0.56,7.03,0.5,1.39,210.73,0.52,0.213,8.12,0.25,1.03,1.9,45.66,1.81,15.02,24.5,73.1,0,0.005,5098.0,6502.0,1130.0,0
0.461,4.02,10.72,194.3,0.55,0.05,0.21,0.07,22.65,8.51,29.46,4.13,18.97,2.8,9.89,0.05,0.85,1.18,12.2,0.89,385.25,0.28,0.37,2.55,4.87,458.29,4.98,90.05,0.001,0.02,6.99,7.66,0.5,0.67,19.28,0.18,0.025,1.38,0.2,0.73,0.42,77.86,1.48,7.06,44.2,22.06,0,0.024,5413.998,7121.349,887.999,0
0.583,5.55,4.1,162.63,0.68,0.15,0.13,0.23,50.71,1.02,1.08,1.42,2.18,0.7,9.65,0.025,2.6,0.95,24.95,0.17,575.98,0.36,3.67,7.94,0.61,67.99,14.16,49.53,0.001,0.005,1.35,2.37,0.5,2.75,103.24,0.97,0.538,20.07,0.04,0.29,5.61,4.34,0.4,16.91,27.09,69.68,0,0.019,5289.277,7052.313,926.0,0
0.277,5.65,226.81,192.7,1.31,0.05,0.04,0.06,33.63,0.22,3.78,9.2,7.07,0.63,11.88,0.06,3.4,2.68,23.49,0.12,59.72,1.85,0.04,6.42,0.4,73.4,27.74,154.49,0.001,0.005,26.04,2.01,0.5,1.52,3.94,0.73,0.025,16.83,0.07,1.53,3.64,1.85,1.37,9.38,22.04,91.32,0,0.0025,11929.28,8279.309,1212.58,0
0.02,0.81,7.75,58.0,0.24,1.23,0.17,0.11,33.04,0.66,54.58,1.25,5.61,0.69,1.69,0.05,1.35,0.2,16.94,0.04,118.06,1.46,0.02,7.01,1.25,360.49,17.67,8.58,0.001,0.02,13.59,2.84,1.0,8.06,20.45,0.51,0.186,8.16,0.45,0.13,1.8,33.51,2.28,4.08,9.29,38.07,0,0.006,10874.845,6988.61,1376.58,0
0.423,0.63,6.0,79.29,0.24,0.05,0.03,0.01,0.81,1.48,42.43,5.14,6.53,0.77,1.33,0.025,0.11,0.13,0.25,0.08,198.01,3.21,0.04,0.41,1.44,30.44,2.07,10.15,0.007,0.06,10.47,2.3,0.5,0.2,19.48,0.025,0.025,0.11,0.02,0.17,0.1,18.11,0.1,0.31,2.81,6.02,0,0.0025,7468.3,7510.31,1259.0,0
0.057,6.49,3.02,568.63,1.46,0.05,0.65,0.12,52.57,4.04,4.25,15.68,12.15,2.98,15.58,0.07,3.66,2.48,31.67,0.15,271.29,0.77,1.58,10.92,2.03,743.42,9.73,108.79,0.001,0.005,4.3,8.35,0.5,4.06,140.64,0.75,0.025,8.29,0.26,1.16,2.2,33.69,0.8,29.79,72.2,126.45,0,0.0025,7378.042,8799.857,683.0,0
0.802,1.66,9.33,19.59,0.2,0.49,0.63,0.01,6.82,3.92,14.91,0.47,199.89,9.81,9.14,0.025,0.37,0.07,3.06,0.27,345.1,0.29,0.01,1.85,1.29,395.08,3.41,3.66,0.001,0.09,5.12,4.25,1.0,3.49,19.77,0.11,0.487,1.08,0.14,0.05,0.18,61.82,0.54,2.4,32.01,8.98,0,0.082,5136.996,6318.009,1292.959,0
0.306,7.48,1.86,893.6,1.73,0.1,0.16,0.78,54.09,0.9,7.9,1.77,2.56,1.78,16.98,0.09,2.06,2.9,29.67,0.08,1053.75,0.43,3.21,5.81,1.38,101.7,92.13,125.05,0.001,0.005,0.74,9.45,0.5,2.64,92.74,0.49,0.025,14.34,0.06,1.12,2.84,4.68,0.57,13.67,148.68,55.67,0,0.0025,4493.166,7284.159,553.0,0
0.585,7.84,3.9,502.49,1.16,0.12,2.42,1.05,50.31,3.91,19.71,5.12,9.17,2.35,13.1,0.06,2.31,2.51,25.13,0.37,505.33,0.31,2.22,7.08,1.24,440.18,18.16,158.61,0.001,0.31,1.84,5.21,0.5,2.14,193.87,0.61,0.273,9.26,0.19,1.47,2.5,30.49,0.63,14.5,163.69,77.08,0,0.026,4910.027,6506.048,1105.0,0
0.021,11.83,1.22,408.81,1.03,0.05,3.43,0.17,22.89,20.7,24.55,9.39,24.55,5.12,18.66,0.06,3.6,1.94,9.72,1.95,960.02,0.25,3.09,6.29,12.97,1085.0,5.53,29.39,0.001,0.01,1.26,18.55,0.5,1.72,359.69,0.49,0.025,3.53,0.55,0.66,1.55,166.93,0.6,14.04,119.26,142.98,0,0.0025,9291.764,6342.348,1418.24,0
0.14,7.05,4.17,473.16,1.27,0.08,1.48,0.45,61.38,0.66,5.4,3.76,5.24,1.49,15.37,0.1,1.54,1.95,27.9,0.11,479.46,0.78,2.31,7.93,1.03,103.35,20.37,91.33,0.001,0.02,2.97,10.3,0.5,2.12,164.59,0.61,0.05,14.22,0.07,0.7,3.53,3.96,0.41,30.45,59.9,58.91,0,0.0025,5858.0,6215.0,1289.0,0
13.932,4.35,11000.0,106.81,1.22,23.05,0.11,9.05,39.68,3.91,21.04,3.03,1895.35,28.54,10.95,0.61,0.49,0.32,18.7,0.46,90.42,7.72,0.25,3.68,1.8,873.82,397.7,17.75,0.001,0.24,370.17,11.29,45.18,30.29,55.36,0.18,6.82,4.4,0.19,0.33,1.33,73.71,8.09,26.84,673.02,5.22,1,0.882,12479.768,9390.582,1367.0,0
4.7,3.66,91.76,319.53,0.81,0.24,0.16,1.78,28.44,57.77,21.61,9.38,37.25,7.55,10.87,0.12,0.73,1.46,15.8,0.54,347.27,21.57,0.14,3.48,88.35,191.58,131.58,61.56,0.041,1.57,6.2,3.96,7.25,1.03,32.48,0.28,0.097,4.59,0.07,1.36,1.66,87.06,0.49,6.73,235.33,38.03,0,0.049,3700.431,6073.42,573.0,0
0.298,8.93,0.64,459.8,1.24,0.05,3.29,0.07,45.7,14.76,38.91,9.46,28.22,4.77,22.64,0.11,1.06,3.22,18.75,1.65,968.43,0.21,2.09,7.74,9.86,963.32,10.16,223.41,0.001,0.51,1.4,20.87,1.0,1.61,177.53,0.59,0.025,3.68,0.55,2.54,0.99,171.57,4.05,17.33,102.13,29.46,0,0.029,5570.832,6791.101,1156.639,0
0.181,8.7,5.13,392.93,0.77,0.21,4.16,0.09,37.11,10.68,32.68,8.94,30.35,4.11,20.4,0.17,1.57,1.81,18.47,1.75,793.49,1.29,1.1,5.99,7.07,763.66,12.59,125.24,0.001,0.44,3.17,17.6,0.5,2.53,180.72,0.43,0.076,4.56,0.47,1.29,0.95,136.72,3.98,16.36,71.91,50.22,0,0.0025,5258.0,6370.0,1252.0,0
2.287,0.4,23.81,28.59,0.19,0.05,0.005,0.05,1.72,0.45,15.71,0.93,24.83,0.76,0.63,0.025,0.05,0.06,1.1,0.04,171.38,5.49,0.005,0.05,0.96,93.03,52.99,4.2,0.001,0.005,30.47,0.39,0.5,0.21,9.17,0.025,0.556,0.05,0.0025,0.05,0.05,5.51,0.1,0.21,22.57,0.51,0,0.018,7730.599,6044.462,1345.151,0
24.135,0.77,9.25,29.42,0.2,0.05,0.04,2.12,2.04,1.85,20.13,2.47,7.19,0.85,1.74,0.08,0.1,0.18,0.97,0.17,225.42,0.31,0.03,0.22,1.79,53.14,122.04,15.14,0.001,0.02,12.0,1.2,0.5,0.31,13.39,0.025,0.025,0.3,0.02,0.12,0.1,13.57,0.1,1.09,611.91,5.55,1,0.188,9739.973,6295.477,1498.0,0
0.539,3.42,15.45,322.82,0.69,0.06,0.04,0.07,14.85,1.01,14.13,5.01,3.05,1.23,8.59,0.05,1.21,1.65,7.82,0.11,146.34,8.72,0.12,3.68,0.38,181.62,17.54,79.06,0.001,0.05,3.67,1.75,0.5,0.81,16.4,0.28,0.025,4.92,0.08,0.67,1.23,7.38,0.76,4.62,22.11,44.58,0,0.009,6362.703,6658.752,1292.0,0
0.563,0.79,27.47,137.02,0.16,1.54,0.01,0.57,1.72,0.79,20.53,0.94,98.42,0.62,1.89,0.06,0.05,0.5,1.06,0.01,107.07,1.57,0.06,0.42,0.91,18.78,44.83,17.68,0.001,0.03,1.96,0.22,0.5,0.92,12.88,0.025,0.082,0.77,0.01,0.15,0.4,2.94,3.06,0.98,31.44,0.25,0,0.0025,5740.198,3719.372,979.56,0
1.923,1.71,3.0,97.4,0.24,0.05,0.5,0.51,8.59,1.65,23.78,3.85,22.23,0.8,2.72,0.025,0.2,0.58,4.6,0.06,156.07,22.44,0.06,0.47,1.73,93.13,61.73,46.6,0.001,0.02,19.97,1.97,0.5,0.22,19.16,0.025,0.167,0.41,0.04,0.39,0.1,21.73,0.42,2.0,89.31,5.82,1,0.135,4620.526,6358.339,1022.22,0
0.167,6.29,3.8,534.29,2.58,0.32,0.54,0.22,74.99,0.94,9.22,10.29,3.55,1.3,16.75,0.16,4.04,5.9,37.34,0.13,340.21,0.46,1.44,14.54,0.63,74.53,30.55,291.15,0.001,0.01,2.78,2.16,0.5,2.79,108.97,1.24,0.025,32.45,0.08,1.91,9.12,6.41,1.75,20.07,56.93,93.17,0,0.0025,4837.258,2969.117,1315.0,0
0.291,10.32,18.66,724.9,0.99,0.36,1.51,0.05,25.17,20.06,38.7,2.59,7.9,5.49,18.98,0.18,1.09,2.61,12.14,2.52,1224.94,0.15,2.13,6.29,16.9,1009.9,6.65,95.18,0.001,0.08,3.76,17.66,0.5,1.11,248.64,0.46,0.05,2.19,0.52,1.34,0.68,124.78,1.97,13.3,85.52,37.07,0,0.0025,7388.0,5177.0,1308.0,0
0.137,1.13,8.58,48.64,0.18,0.005,10.05,0.12,7.47,2.63,12.88,3.5,4.96,1.08,2.85,0.025,0.19,0.3,3.82,0.22,1476.83,0.24,0.02,0.52,1.6,77.73,3.16,23.58,0.001,0.01,22.16,2.31,0.5,0.3,142.27,0.025,0.025,0.44,0.04,0.26,0.21,20.78,0.42,4.36,13.49,9.54,0,0.0025,9460.0,6415.0,1506.0,0
0.085,5.89,118.32,226.75,1.14,2.15,0.17,0.05,3.62,1.49,43.21,4.34,3.0,2.4,15.43,0.025,0.69,1.64,1.31,0.84,120.97,2.13,0.3,13.58,5.84,378.84,4.78,87.28,0.001,0.04,10.14,10.81,1.97,23.94,46.44,0.91,0.389,4.87,0.35,1.38,0.78,102.8,5.42,5.02,34.1,19.79,0,0.01,12283.92,9911.181,1378.0,0
0.095,7.5,6.26,353.62,1.09,0.06,2.01,0.05,39.7,17.61,16.83,27.38,28.7,4.02,16.48,0.13,1.19,2.71,17.49,0.97,706.85,0.33,1.03,5.4,6.43,803.59,7.04,146.37,0.001,0.3,3.32,15.12,0.5,1.28,122.46,0.34,0.025,4.6,0.47,1.54,0.72,171.18,2.32,18.0,35.7,51.84,0,0.005,5382.0,6414.0,1268.0,0
0.916,5.17,30.56,64.88,0.49,0.05,0.21,0.19,17.1,11.22,33.13,5.05,24.96,8.04,10.62,0.15,1.75,0.54,7.22,1.9,1072.46,9.01,1.31,3.58,9.35,599.66,26.08,35.38,0.001,3.36,3.65,9.67,0.5,0.73,53.75,0.26,0.025,2.19,0.25,0.52,0.82,79.9,0.47,8.43,46.37,71.72,0,0.009,10713.582,6204.9,1445.0,0
0.02,10.1,8.39,243.43,1.83,0.23,4.22,0.05,51.92,36.14,48.9,5.17,67.08,5.59,25.35,0.08,0.3,0.59,24.09,1.01,503.84,1.35,1.57,13.52,37.64,576.13,4.1,19.33,0.002,0.84,1.99,22.56,1.05,0.94,413.48,1.01,0.069,11.03,0.46,0.33,2.15,118.68,0.22,17.23,11.66,11.42,0,0.005,12091.205,9306.671,1322.09,0
97.87,4.42,334.84,243.9,0.75,0.06,0.07,0.19,6.92,0.2,7.69,9.13,18.54,1.32,9.06,0.06,1.37,1.9,3.69,0.15,47.69,25.98,0.04,3.29,0.47,267.08,68.65,111.25,0.001,0.01,24.97,3.57,0.5,0.97,14.5,0.27,0.025,4.73,0.13,0.89,1.28,39.77,2.29,4.65,59.49,50.13,1,0.261,5669.828,6624.638,1218.0,0
0.12,8.27,3.94,567.94,1.23,0.2,3.92,0.09,35.67,18.23,23.97,1.91,24.69,5.33,22.85,0.15,2.43,1.45,13.14,2.06,903.5,0.77,2.4,7.67,10.84,870.15,9.97,36.6,0.001,0.02,1.97,16.73,0.5,1.32,510.05,0.45,0.025,3.92,0.49,0.54,0.98,146.06,1.21,18.78,93.84,79.37,0,0.0025,7174.0,5235.0,1368.0,0
0.019,8.4,1.4,308.51,0.95,0.05,4.98,0.07,20.75,14.76,13.86,2.09,5.99,4.93,20.11,0.07,0.4,1.0,8.94,1.93,671.13,0.79,2.22,4.88,5.51,884.63,5.37,12.88,0.001,0.01,0.89,15.67,0.5,1.7,360.42,0.36,0.025,5.02,0.46,0.26,1.21,135.31,0.37,15.36,51.63,11.16,0,0.0025,12145.648,9090.515,1257.1,0
0.896,6.29,6.64,356.18,1.47,0.05,1.63,0.24,52.85,6.24,4.01,3.58,83.86,3.86,16.3,0.11,2.88,1.35,22.11,0.24,443.52,0.64,3.84,9.26,0.52,1097.49,17.01,52.32,0.001,0.005,1.75,17.37,0.5,0.92,253.23,0.62,0.025,6.17,0.5,0.29,1.89,74.21,0.8,22.56,75.85,90.85,0,0.0025,7303.975,9180.48,885.98,0
0.144,7.32,2.98,896.76,1.49,0.18,2.56,0.06,39.06,3.93,9.55,6.35,11.07,2.61,15.38,0.08,1.85,2.34,19.26,0.42,355.81,2.85,1.49,7.71,2.29,433.55,18.63,122.88,0.001,0.54,1.22,6.04,0.5,1.64,142.9,0.61,0.12,9.07,0.24,0.96,2.25,37.25,1.23,13.98,30.03,71.06,0,0.005,5139.0,6467.0,1165.0,0
0.005,0.26,0.2,10.9,0.06,0.005,0.01,0.01,0.005,0.05,21.94,0.025,0.2,0.52,0.025,0.025,0.05,0.1,0.25,0.01,46.93,0.025,0.01,0.05,0.1,49.99,0.25,0.05,0.001,0.01,0.025,0.05,0.5,0.1,0.1,0.025,0.025,0.005,0.05,0.01,0.05,3.71,0.05,0.05,21.64,0.25,0,0.0025,4994.65,8198.165,413.0,0
0.505,8.59,4.51,382.71,1.05,0.05,2.49,0.14,34.8,14.77,21.44,6.65,27.02,4.64,17.07,0.12,1.47,1.65,14.61,1.85,850.09,0.18,2.66,6.96,9.92,806.43,12.71,75.46,0.001,0.01,3.18,15.93,0.5,1.52,156.03,0.47,0.025,3.35,0.46,0.92,1.09,129.14,2.0,15.81,100.27,45.15,0,0.0025,6201.0,7260.0,1100.0,0
4.832,2.5,1930.84,117.44,0.22,0.05,0.02,0.15,7.5,0.72,15.43,4.6,10.48,1.52,5.76,0.025,0.6,1.15,3.19,0.11,59.0,5.43,0.02,1.2,1.1,119.54,7.36,95.65,0.001,0.02,28.74,3.18,0.5,0.41,5.99,0.06,0.094,1.14,0.08,0.74,0.3,37.64,0.73,1.84,15.55,14.66,1,0.351,4749.609,6228.706,1102.0,0
0.396,6.68,51.33,500.23,0.97,0.05,0.2,0.14,39.0,5.56,15.24,8.91,5.48,1.33,14.71,0.07,2.17,3.16,22.73,0.23,709.76,1.53,0.05,5.01,1.58,758.96,16.39,163.35,0.001,0.01,25.91,9.73,0.5,0.7,12.34,0.48,0.025,6.75,0.33,1.84,1.61,79.68,1.63,11.29,55.42,85.62,0,0.0025,5107.181,7796.021,543.0,0
0.277,9.77,4.52,555.22,1.24,0.19,3.93,0.05,36.7,12.61,17.78,5.82,25.18,4.15,20.86,0.14,1.43,2.06,16.1,0.98,720.66,0.59,1.9,6.7,6.26,898.61,11.78,91.27,0.001,1.02,2.0,15.41,1.0,1.51,272.34,0.52,0.093,4.11,0.51,1.1,1.19,143.4,1.57,15.63,49.91,51.6,0,0.0025,5236.634,6403.641,1236.0,0
1.572,3.41,96.33,27.25,0.52,17.11,0.04,0.11,7.69,1.92,18.03,5.42,82.55,5.18,12.2,0.12,0.81,0.24,5.05,0.04,215.63,2.54,0.01,2.36,1.51,576.56,6.23,22.85,0.001,0.02,25.73,8.31,0.5,4.33,10.32,0.17,9.465,1.92,0.19,0.42,0.72,64.64,5.1,4.24,38.46,26.56,0,0.014,10781.339,5714.579,1554.56,0
18.181,2.33,16.7,141.82,0.38,0.005,0.32,2.39,10.81,4.03,19.15,2.77,1871.32,2.05,5.78,0.025,0.56,0.64,5.13,0.44,1011.32,0.37,0.02,1.76,3.68,275.15,142.37,40.2,0.001,0.04,21.14,4.26,0.5,4.48,12.0,0.1,0.025,1.33,0.11,0.36,0.44,43.95,1.09,4.65,650.8,23.13,0,0.018,7595.07,6301.487,1300.025,0
0.02,7.08,3.84,557.69,1.11,0.05,4.46,0.13,28.52,16.31,23.96,2.49,24.83,5.16,17.63,0.05,2.9,1.3,12.34,1.7,987.25,1.25,2.13,6.08,10.79,822.62,8.91,25.07,0.001,0.005,1.94,13.73,0.5,1.93,364.35,0.41,0.058,3.44,0.53,0.25,1.5,157.78,0.72,14.83,88.66,121.62,0,0.0025,9307.264,6330.462,1427.14,0
0.047,8.37,4.76,728.52,1.42,0.05,2.02,0.06,42.02,12.64,36.16,10.43,4.35,4.0,20.07,0.2,2.43,2.78,19.96,1.22,626.82,0.28,2.77,5.59,11.2,708.35,9.7,126.54,0.001,0.005,2.11,13.62,0.5,1.32,230.94,0.56,0.025,9.09,0.33,1.06,2.58,97.84,1.31,17.77,84.9,89.94,0,0.0025,9718.066,3156.91,1463.229,0
